Review Text,Date,Star Rating,Total Films Reviewed,Reviews This Year,Following,Followers
Sprawling and beautiful…fuck. Almost unexplainable in terms of actually writing a review for it. It’s just like. So straightforward yet ambiguous about some of the more abstract parts of its world. I do think some of the aspects of it (including that part) can be explained as heightened world attributes. There’s so many things within this film and the world it creates that are either insane or just fucked in ours. I feel like these things all have their own…,26 Dec 2023,9,2284,31,389,2284
"English Version belowDa ist er, mein Geburtstag!!!Es ist der07.02.2024inGötzis,Vorarlberg,Österreichund nicht derFebruar 1881an der18 Park Circus in Glasgow, Schottland, Großbritannienoder dasviktorianische LondonimVereinigtes Königreichvon GroßbritannienzwischendenJahren 1837 bis1901. Niemand springt vor Gram und Hass gebeutelt mit dem Leben im gewölbten Bauch von derTower Bridge. Niemand wird noch neuronale Impulse durch den Organismus sendend, jungfreundlich seines wenige Minuten zuvor erlittenen Todes, den Lebensfaden…",07 Feb 2024,9,3011,45,2125,3011
"these Curious Tale Of Professor Pandemonium’s Academy For Befuddled Youngsters visuals are not for meSets up a really ugly and unsettling premise, but then loses its nerve when it comes to meaningfully acknowledging any of its implications. “a deliciously twisted romp”-ass moviemaking",15 Dec 2023,5,2309,43,217,2309
"Frankenstein's body, feminism's brain. Yorgos Lanthimos created one of the most provocative and triumphant works of 2023, and ends this year with a bang.A shocking premise births one of Lanthimos' most daring artistic tryouts of his career. Chronicling a special woman's peculiar, symbolic journey into the world after being shut in all her life, Poor Things is sexual but never sordid, introspective but never indulgent. As a creation of a God-like genius, Bella navigates the powers of womanhood through…",09 Dec 2023,8,2504,43,2366,2504
Dr. Fuckensuck's Monster,29 Sep 2023,7,1337,53,58,1337
Don't have patience for this type of shit anymore sorry,08 Dec 2023,3,1842,27,249,1842
So Stone and Ruffalo can just do anything. Got it.,30 Nov 2023,8,3576,13,142,3576
Liberation from society.Poor Thingsworks so wonderfully as a story of a woman escaping the clutches of patriarchy to reclaim herself. Though a second watch really affirmed for me that the film offers little else when it comes to wider politics. The fight between choosing cynicism or kindness is still basic and a sidestep to avoid being specific about beliefs and values. YetPoor Thingsstill works because of its immersive design and strange humour. It's a unique experience…,21 Jan 2024,8,3374,14,1000,3374
"Shelley’s ‘Frankenstein’ combined with Voltaire’s ‘Candide’ as a vile pseudo feminist pastiche of asinine dark humor and hysterical pictorialism. Quite unbearable to watch given its grotesque use of very wide and very long lenses, and full of imbecilic ideas, both formal and thematic. Lanthimos’ huckery whimsical fable of counterfeit idiosyncrasy would probably be more offensive if it wasn’t so pathetic.",22 Jan 2024,2,6538,81,199,6538
"Lanthimos never fully wows me but he keeps raising his ceiling a bit more with each film. This takesFrankensteinby way ofCandide, making even more obvious the themes of thwarted male desires for procreation and the question of what or who is the real abomination in a warped act of playing god. But Lanthimos takes it a step further and uses his “monster” to present a woman so completely alienated from norms that her purely sensual, id-driven arrested…",22 Nov 2023,7,4744,67,230,4744
yorgos lanthimos thank you so much for your service,02 Sep 2023,0,909,49,312,5216
"Oh, so the bar islow…Good to know that all you need to zing today is to say the word “fuck.”Fool me seven times, shame on you. Fool me eight or more times, shame on me. At this point, watching a Yorgos film is the equivalent of Jason Bateman opening the DEAD DOVE: DO NOT EAT bag: Well, I don’t know what I expected.Her black socialist suit-tie-skirt get-up is incredible.",27 Dec 2023,2,3309,27,451,3309
"ahhhh I have so many things floating around in my brain right now that its going to be hard to get it all down right after watching... but overall I loved itwas definitely very nervous on where I would stand on this after seeing the negative views of a lot of people I respect, and to be sure there are some glaring flaws in the filmhowever, i kind of fundamentally disagree with the takeaway some people are getting…",23 Dec 2023,8,5522,52,645,5522
"Poor Things: Yorgos Lanthimos lets his cast break away from his trademark deadpan acting style in this film, taking Emma Stone on a surreal journey of self-discovery. Returning to ‘The Favorite’ cinematographer Robbie Ryan and his fisheye lenses, coupled with a completely unique and fitting soundtrack, made this film my most entertaining cinema experience in years. Get ready to rethink life and the perks of having a brain with a fresh perspective.",28 Jan 2024,0,1816,103,474,1816
"Watching this on opening night, I was often getting painful physical flashbacks of myself during the opening night ofJojo Rabbit: dozens of people having a gas watching celebrities flap around the screen in lavish costumes and vague goofy accents, while I sat silently buried in existential agony. Both of these films are ostensibly about big important things, but neither of them challenges a single viewer to look inward, and neither of them is remotely threatening to anyone with power.…",07 Dec 2023,3,1576,32,79,1576
"rip mary shelley, you would have loved poor things",25 Jan 2024,8,409,24,2697,2697
“I have explorers’ blood in me.”Give Emma Stone the Oscar.Mark Ruffalo is outrageously funny in this movie.2023 Rankings,19 Jan 2024,8,2224,67,2339,2224
Petition to add “Lanthimos” as a genre category on Letterboxd because “Romance-Science Fiction-Comedy” just isn’t even close to cutting it.,15 Jan 2024,0,1262,6,3483,1262
i also want to drink and read a book with all my girlies while the men who wronged me eat grass!,04 Feb 2024,7,118,17,3008,3008
PLEASE 👏 KEEP 👏 MAKING 👏 WEIRD 👏 ASS 👏 FILMS,10 Feb 2024,8,2078,77,9435,2078
"It rules that the director of DOGTOOTH has levelled up to being an artist whose newest work can play to a packed theatre of blue hairs that are totally into his vibe, laughing it up as Mark Ruffalo makes funny faces, in between Emma Stone nuding it up. And I don't think Yorgos has compromised his vision, either! He's simply been able to find ways to mould style into something palatable to the masses, which is, somehow, an elaborately overdesigned film shot mostly in wide-angle lenses that feature a Frankenstein monster having a lot of sex. Plus, tons of zooms.Jess Franco would be proud.",02 Jan 2024,8,7064,38,197,7064
"A really unique and exceptional(ly horny) film featuring a truly exceptional lead performance. There are fearless performances, and there is Emma Stone in this. It's evident that everyone involved had a great time -- you can feel Mark Ruffalo's glee at being finally unleashed. The fact that it only costs around $30 million is also absurd, given that it is the best-looking movie of the year. Give the production all the awards. It's Barbie when she lets her intrusive thoughts win.",16 Dec 2023,9,2665,9,255,2665
"Ich brauche Hilfe. In einem Meer überschwänglicher Bewertungen fühle ich mich mit meiner Meinung zu POOR THINGS so einsam wie ein verlassenes Floß. Meine Kollegen Lenny und Jonas sind von dem Film ja hin und weg und diese Begeisterung würde ich so gerne teilen, doch kann es nicht.Versteht mich nicht falsch – ich liebe die bisherigen Filme von Yorgos Lanthimos. THE KILLING OF A SACRED DEER, THE LOBSTER und THE FAVOURITE habe ich verschlungen, gelebt und zelebriert.Daher habe…",27 Jan 2024,5,2101,77,11,2101
"I think there are ideas here that are incredibly interesting, and some that feel undercooked and shallow. I think there is some solid commentary on the way men try to control women, and at the same time, senseless over-sexualization of the same topic. I think there is a beautiful story of growth and realizing who you are, juxtaposed against a story of grooming and manipulation of a child's curiosity. I think it's one of the most unique films of last…",17 Jan 2024,5,3383,20,394,3383
"I wanted to add this to my Yorgos Lanthimos ranking. Actually this movie was the reason I made this ranking in the first place, but I just can't. I have no idea what I just watched. It felt like this movie made me high. I've never experienced anything like it. I can't describe what just happened. Or how I feel about it. I'm not the same person I was before watching this movie. I don't think I'll ever be that…",18 Jan 2024,4,3257,85,250,3257
"Men would fuck children if they couldLowkey discrediting for victims of child rape and child sex trafficking?I also missed the vibe from Yorgos’s other movies. The coldness, awkwardness. I miss figuring out what is going on. This just felt like a man’s wet dream of fucking a child in an adult woman’s body (yes, this is actually a popular porn subgenre).Probably would have liked this movie a lot more if it was kind of the same just…",16 Oct 2023,8,327,20,39,0
Mehr als Kenough.,31 Jan 2024,4,436,12,29,17168
"Distorted, fantastical, hysterical, striking.Emma Stone is absolutely intoxicating to watch!",16 Dec 2023,8,1185,49,744,1185
